Product,Price,Date,Category
Butter,54.98,2024-02-16,Dairy
Butter,49.6,2024-02-17,Dairy
Butter,46.38,2024-02-18,Dairy
Butter,84.21,2024-02-19,Dairy
Butter,65.55,2024-02-20,Dairy
Butter,99.97,2024-02-21,Dairy
Butter,31.17,2024-02-22,Dairy
Butter,83.4,2024-02-23,Dairy
Butter,94.06,2024-02-24,Dairy
Butter,21.16,2024-02-25,Dairy
Butter,56.63,2024-02-26,Dairy
Butter,54.29,2024-02-27,Dairy
Butter,24.58,2024-02-28,Dairy
Butter,106.97,2024-02-29,Dairy
Butter,83.75,2024-03-01,Dairy
Butter,58.26,2024-03-02,Dairy
Butter,74.13,2024-03-03,Dairy
Butter,22.57,2024-03-04,Dairy
Butter,90.72,2024-03-05,Dairy
Butter,78,2024-03-06,Dairy
Butter,110.58,2024-03-07,Dairy
Butter,46.42,2024-03-08,Dairy
Butter,47.92,2024-03-09,Dairy
Butter,96.26,2024-03-10,Dairy
Butter,53.22,2024-03-11,Dairy
Butter,52.78,2024-03-12,Dairy
Butter,93.34,2024-03-13,Dairy
Butter,50.69,2024-03-14,Dairy
Butter,105.96,2024-03-15,Dairy
Butter,41.72,2024-03-16,Dairy
Butter,58.14,2024-03-17,Dairy
Butter,76.58,2024-03-18,Dairy
Butter,45.49,2024-03-19,Dairy
Butter,67.09,2024-03-20,Dairy
Butter,49.79,2024-03-21,Dairy
Butter,54.64,2024-03-22,Dairy
Butter,58.11,2024-03-23,Dairy
Butter,83.94,2024-03-24,Dairy
Butter,72.91,2024-03-25,Dairy
Butter,57.89,2024-03-26,Dairy
Butter,77.75,2024-03-27,Dairy
Butter,55.67,2024-03-28,Dairy
Butter,59.49,2024-03-29,Dairy
Butter,33.74,2024-03-30,Dairy
Butter,21.71,2024-03-31,Dairy
Butter,108.71,2024-04-01,Dairy
Butter,44.37,2024-04-02,Dairy
Butter,47.97,2024-04-03,Dairy
Butter,47.43,2024-04-04,Dairy
Butter,110.15,2024-04-05,Dairy
Butter,40.11,2024-04-06,Dairy
Butter,37.34,2024-04-07,Dairy
Butter,100.93,2024-04-08,Dairy
Butter,57.61,2024-04-09,Dairy
Butter,52.79,2024-04-10,Dairy
Butter,67.97,2024-04-11,Dairy
Butter,103.79,2024-04-12,Dairy
Butter,45.26,2024-04-13,Dairy
Butter,115.15,2024-04-14,Dairy
Butter,89.25,2024-04-15,Dairy
Butter,54.99,2024-04-16,Dairy
Butter,80.12,2024-04-17,Dairy
Butter,58.74,2024-04-18,Dairy
Butter,83.35,2024-04-19,Dairy
Butter,44.92,2024-04-20,Dairy
Butter,31.35,2024-04-21,Dairy
Butter,38.02,2024-04-22,Dairy
Butter,111.32,2024-04-23,Dairy
Butter,114.97,2024-04-24,Dairy
Butter,49.92,2024-04-25,Dairy
Butter,20.32,2024-04-26,Dairy
Butter,43.17,2024-04-27,Dairy
Butter,52.2,2024-04-28,Dairy
Butter,80.03,2024-04-29,Dairy
Butter,42.96,2024-04-30,Dairy
Butter,45.59,2024-05-01,Dairy
Butter,116.17,2024-05-02,Dairy
Butter,103.14,2024-05-03,Dairy
Butter,29.32,2024-05-04,Dairy
Butter,34.18,2024-05-05,Dairy
Butter,56.09,2024-05-06,Dairy
Butter,41.8,2024-05-07,Dairy
Butter,33.96,2024-05-08,Dairy
Butter,86.83,2024-05-09,Dairy
Butter,50.44,2024-05-10,Dairy
Butter,112.25,2024-05-11,Dairy
Butter,82.93,2024-05-12,Dairy
Butter,45.32,2024-05-13,Dairy
Butter,101.44,2024-05-14,Dairy
Butter,99.97,2024-05-15,Dairy
Butter,114.18,2024-05-16,Dairy
Butter,47.65,2024-05-17,Dairy
Butter,50.64,2024-05-18,Dairy
Butter,62.1,2024-05-19,Dairy
Butter,117.15,2024-05-20,Dairy
Butter,92.3,2024-05-21,Dairy
Butter,27.41,2024-05-22,Dairy
Butter,68.81,2024-05-23,Dairy
Butter,21.15,2024-05-24,Dairy
Butter,28.59,2024-05-25,Dairy
Butter,20.34,2024-05-26,Dairy
Butter,31.37,2024-05-27,Dairy
Butter,88.62,2024-05-28,Dairy
Butter,48.23,2024-05-29,Dairy
Butter,59.81,2024-05-30,Dairy
Butter,48.57,2024-05-31,Dairy
Butter,41.41,2024-06-01,Dairy
Butter,58.87,2024-06-02,Dairy
Butter,24.76,2024-06-03,Dairy
Butter,48.93,2024-06-04,Dairy
Butter,64.91,2024-06-05,Dairy
Butter,50.51,2024-06-06,Dairy
Butter,50.61,2024-06-07,Dairy
Butter,67.77,2024-06-08,Dairy
Butter,89,2024-06-09,Dairy
Butter,57.12,2024-06-10,Dairy
Butter,87.57,2024-06-11,Dairy
Butter,113.46,2024-06-12,Dairy
Butter,88.87,2024-06-13,Dairy
Butter,41.71,2024-06-14,Dairy
Butter,36.78,2024-06-15,Dairy
Butter,43.65,2024-06-16,Dairy
Butter,52.2,2024-06-17,Dairy
Butter,42.86,2024-06-18,Dairy
Butter,59.69,2024-06-19,Dairy
Butter,59.39,2024-06-20,Dairy
Butter,25.12,2024-06-21,Dairy
Butter,27.31,2024-06-22,Dairy
Butter,30.07,2024-06-23,Dairy
Butter,46.05,2024-06-24,Dairy
Butter,28.63,2024-06-25,Dairy
Butter,104.75,2024-06-26,Dairy
Butter,28.22,2024-06-27,Dairy
Butter,55.77,2024-06-28,Dairy
Butter,84.45,2024-06-29,Dairy
Butter,106.75,2024-06-30,Dairy
Butter,51.12,2024-07-01,Dairy
Butter,114.12,2024-07-02,Dairy
Butter,94.37,2024-07-03,Dairy
Butter,57.73,2024-07-04,Dairy
Butter,49.16,2024-07-05,Dairy
Butter,72.71,2024-07-06,Dairy
Butter,52.89,2024-07-07,Dairy
Butter,58.54,2024-07-08,Dairy
Butter,53.17,2024-07-09,Dairy
Butter,25.4,2024-07-10,Dairy
Butter,52.02,2024-07-11,Dairy
Butter,112.32,2024-07-12,Dairy
Butter,80.84,2024-07-13,Dairy
Butter,71.08,2024-07-14,Dairy
Butter,40.38,2024-07-15,Dairy
Butter,55.01,2024-07-16,Dairy
Butter,47.11,2024-07-17,Dairy
Butter,52.72,2024-07-18,Dairy
Butter,108.73,2024-07-19,Dairy
Butter,35.97,2024-07-20,Dairy
Butter,32.85,2024-07-21,Dairy
Butter,64.9,2024-07-22,Dairy
Butter,34.32,2024-07-23,Dairy
Butter,37.36,2024-07-24,Dairy
Butter,36.37,2024-07-25,Dairy
Butter,57.43,2024-07-26,Dairy
Butter,33.4,2024-07-27,Dairy
Butter,33.59,2024-07-28,Dairy
Butter,26.54,2024-07-29,Dairy
Butter,71.22,2024-07-30,Dairy
Butter,107.93,2024-07-31,Dairy
Butter,104.36,2024-08-01,Dairy
Butter,51.43,2024-08-02,Dairy
Butter,38.97,2024-08-03,Dairy
Butter,25.51,2024-08-04,Dairy
Butter,45.76,2024-08-05,Dairy
Butter,108.6,2024-08-06,Dairy
Butter,73.98,2024-08-07,Dairy
Butter,49.85,2024-08-08,Dairy
Butter,103.78,2024-08-09,Dairy
Butter,57.43,2024-08-10,Dairy
Butter,68.9,2024-08-11,Dairy
Butter,40.2,2024-08-12,Dairy
Butter,41.62,2024-08-13,Dairy
Butter,41.61,2024-08-14,Dairy
Butter,32.8,2024-08-15,Dairy
Butter,33.21,2024-08-16,Dairy
Butter,20.25,2024-08-17,Dairy
Butter,54.79,2024-08-18,Dairy
Butter,116.17,2024-08-19,Dairy
Butter,61.58,2024-08-20,Dairy
Butter,114.95,2024-08-21,Dairy
Butter,52.02,2024-08-22,Dairy
Butter,72.76,2024-08-23,Dairy
Butter,53.06,2024-08-24,Dairy
Butter,44.51,2024-08-25,Dairy
Butter,37.4,2024-08-26,Dairy
Butter,43.96,2024-08-27,Dairy
Butter,74.7,2024-08-28,Dairy
Butter,31.09,2024-08-29,Dairy
Butter,67.57,2024-08-30,Dairy
Butter,27.52,2024-08-31,Dairy
Butter,38.05,2024-09-01,Dairy
Butter,33.87,2024-09-02,Dairy
Butter,21.25,2024-09-03,Dairy
Butter,25.99,2024-09-04,Dairy
Butter,34.3,2024-09-05,Dairy
Butter,35.58,2024-09-06,Dairy
Butter,79.73,2024-09-07,Dairy
Butter,99.83,2024-09-08,Dairy
Butter,54.29,2024-09-09,Dairy
Butter,31.28,2024-09-10,Dairy
Butter,117.58,2024-09-11,Dairy
Butter,39.25,2024-09-12,Dairy
Butter,53.55,2024-09-13,Dairy
Butter,117.46,2024-09-14,Dairy
Butter,100.04,2024-09-15,Dairy
Butter,56.08,2024-09-16,Dairy
Butter,106.75,2024-09-17,Dairy
Butter,114.23,2024-09-18,Dairy
Butter,63.3,2024-09-19,Dairy
Butter,41.71,2024-09-20,Dairy
Butter,78,2024-09-21,Dairy
Butter,46.41,2024-09-22,Dairy
Butter,38.03,2024-09-23,Dairy
Butter,67.01,2024-09-24,Dairy
Butter,73.72,2024-09-25,Dairy
Butter,39.85,2024-09-26,Dairy
Butter,45.32,2024-09-27,Dairy
Butter,73.84,2024-09-28,Dairy
Butter,63.79,2024-09-29,Dairy
Butter,108.55,2024-09-30,Dairy
Butter,43.51,2024-10-01,Dairy
Butter,82.37,2024-10-02,Dairy
Butter,97.9,2024-10-03,Dairy
Butter,103.44,2024-10-04,Dairy
Butter,112.94,2024-10-05,Dairy
Butter,54.45,2024-10-06,Dairy
Butter,31.05,2024-10-07,Dairy
Butter,81.08,2024-10-08,Dairy
Butter,42.29,2024-10-09,Dairy
Butter,68.88,2024-10-10,Dairy
Butter,25.99,2024-10-11,Dairy
Butter,55.32,2024-10-12,Dairy
Butter,55.94,2024-10-13,Dairy
Butter,43.43,2024-10-14,Dairy
Butter,28.78,2024-10-15,Dairy
Butter,24.22,2024-10-16,Dairy
Butter,58.29,2024-10-17,Dairy
Butter,69.71,2024-10-18,Dairy
Butter,58.59,2024-10-19,Dairy
Butter,39.78,2024-10-20,Dairy
Butter,78.01,2024-10-21,Dairy
Butter,57.15,2024-10-22,Dairy
Butter,29.51,2024-10-23,Dairy
Butter,56.33,2024-10-24,Dairy
Butter,24.48,2024-10-25,Dairy
Butter,56.49,2024-10-26,Dairy
Butter,86.83,2024-10-27,Dairy
Butter,88.87,2024-10-28,Dairy
Butter,86.51,2024-10-29,Dairy
Butter,42.08,2024-10-30,Dairy
Butter,103.16,2024-10-31,Dairy
Butter,81,2024-11-01,Dairy
Butter,72.31,2024-11-02,Dairy
Butter,32.15,2024-11-03,Dairy
Butter,41.82,2024-11-04,Dairy
Butter,74.12,2024-11-05,Dairy
Butter,24.22,2024-11-06,Dairy
Butter,59.02,2024-11-07,Dairy
Butter,32.92,2024-11-08,Dairy
Butter,62.48,2024-11-09,Dairy
Butter,81.92,2024-11-10,Dairy
Butter,36.78,2024-11-11,Dairy
Butter,70.63,2024-11-12,Dairy
Butter,55.73,2024-11-13,Dairy
Butter,23.02,2024-11-14,Dairy
Butter,75.54,2024-11-15,Dairy
Butter,46.64,2024-11-16,Dairy
Butter,102.64,2024-11-17,Dairy
Butter,69.48,2024-11-18,Dairy
Butter,22.82,2024-11-19,Dairy
Butter,71.34,2024-11-20,Dairy
Butter,59.4,2024-11-21,Dairy
Butter,43.63,2024-11-22,Dairy
Butter,31.62,2024-11-23,Dairy
Butter,81.69,2024-11-24,Dairy
Butter,41.85,2024-11-25,Dairy
Butter,39.48,2024-11-26,Dairy
Butter,45.91,2024-11-27,Dairy
Butter,33.07,2024-11-28,Dairy
Butter,108.74,2024-11-29,Dairy
Butter,53.52,2024-11-30,Dairy
Butter,57.47,2024-12-01,Dairy
Butter,24.14,2024-12-02,Dairy
Butter,25.59,2024-12-03,Dairy
Butter,34.12,2024-12-04,Dairy
Butter,55.73,2024-12-05,Dairy
Butter,47.87,2024-12-06,Dairy
Butter,72.3,2024-12-07,Dairy
Butter,58.64,2024-12-08,Dairy
Butter,73.63,2024-12-09,Dairy
Butter,40.98,2024-12-10,Dairy
Butter,100.16,2024-12-11,Dairy
Butter,33.27,2024-12-12,Dairy
Butter,81.78,2024-12-13,Dairy
Butter,40.11,2024-12-14,Dairy
Butter,43.27,2024-12-15,Dairy
Butter,117.46,2024-12-16,Dairy
Butter,33.84,2024-12-17,Dairy
Butter,52.19,2024-12-18,Dairy
Butter,53.8,2024-12-19,Dairy
Butter,45.02,2024-12-20,Dairy
Butter,87.09,2024-12-21,Dairy
Butter,71.16,2024-12-22,Dairy
Butter,48.45,2024-12-23,Dairy
Butter,50.58,2024-12-24,Dairy
Butter,77.72,2024-12-25,Dairy
Butter,106.15,2024-12-26,Dairy
Butter,60.53,2024-12-27,Dairy
Butter,43.54,2024-12-28,Dairy
Butter,66.72,2024-12-29,Dairy
Butter,43.41,2024-12-30,Dairy
Butter,44.98,2024-12-31,Dairy
Eggs,47.38,2024-01-01,Eggs
Eggs,54.14,2024-01-02,Eggs
Eggs,56.85,2024-01-03,Eggs
Eggs,116.64,2024-01-04,Eggs
Eggs,44.29,2024-01-05,Eggs
Eggs,90.14,2024-01-06,Eggs
Eggs,83.4,2024-01-07,Eggs
Eggs,43.55,2024-01-08,Eggs
Eggs,87.43,2024-01-09,Eggs
Eggs,48.69,2024-01-10,Eggs
Eggs,28.37,2024-01-11,Eggs
Eggs,73.46,2024-01-12,Eggs
Eggs,93.96,2024-01-13,Eggs
Eggs,87.28,2024-01-14,Eggs
Eggs,92.46,2024-01-15,Eggs
Eggs,45.3,2024-01-16,Eggs
Eggs,69.44,2024-01-17,Eggs
Eggs,68.15,2024-01-18,Eggs
Eggs,94.72,2024-01-19,Eggs
Eggs,80.76,2024-01-20,Eggs
Eggs,102.32,2024-01-21,Eggs
Eggs,45.26,2024-01-22,Eggs
Eggs,26.12,2024-01-23,Eggs
Eggs,75.23,2024-01-24,Eggs
Eggs,59.78,2024-01-25,Eggs
Eggs,28.58,2024-01-26,Eggs
Eggs,47.21,2024-01-27,Eggs
Eggs,38.48,2024-01-28,Eggs
Eggs,27.54,2024-01-29,Eggs
Eggs,105.28,2024-01-30,Eggs
Eggs,82.89,2024-01-31,Eggs
Eggs,34.08,2024-02-01,Eggs
Eggs,80.66,2024-02-02,Eggs
Eggs,36.78,2024-02-03,Eggs
Eggs,112.91,2024-02-04,Eggs
Eggs,51.92,2024-02-05,Eggs
Eggs,116.86,2024-02-06,Eggs
Eggs,53.25,2024-02-07,Eggs
Eggs,41.66,2024-02-08,Eggs
Eggs,52.45,2024-02-09,Eggs
Eggs,52.39,2024-02-10,Eggs
Eggs,34.75,2024-02-11,Eggs
Eggs,66.96,2024-02-12,Eggs
Eggs,112.66,2024-02-13,Eggs
Eggs,23.02,2024-02-14,Eggs
Eggs,67.13,2024-02-15,Eggs
Eggs,56.32,2024-02-16,Eggs
Eggs,53.27,2024-02-17,Eggs
Eggs,34.39,2024-02-18,Eggs
Eggs,41.7,2024-02-19,Eggs
Eggs,27.31,2024-02-20,Eggs
Eggs,46.97,2024-02-21,Eggs
Eggs,105.99,2024-02-22,Eggs
Eggs,54.67,2024-02-23,Eggs
Eggs,86.4,2024-02-24,Eggs
Eggs,99.25,2024-02-25,Eggs
Eggs,55.86,2024-02-26,Eggs
Eggs,26.57,2024-02-27,Eggs
Eggs,40.87,2024-02-28,Eggs
Eggs,47.73,2024-02-29,Eggs
Eggs,24.15,2024-03-01,Eggs
Eggs,100.61,2024-03-02,Eggs
Eggs,49.26,2024-03-03,Eggs
Eggs,37.06,2024-03-04,Eggs
Eggs,89.72,2024-03-05,Eggs
Eggs,28.08,2024-03-06,Eggs
Eggs,119.08,2024-03-07,Eggs
Eggs,43.74,2024-03-08,Eggs
Eggs,48.93,2024-03-09,Eggs
Eggs,86.5,2024-03-10,Eggs
Eggs,20.87,2024-03-11,Eggs
Eggs,28.22,2024-03-12,Eggs
Eggs,22.38,2024-03-13,Eggs
Eggs,39.89,2024-03-14,Eggs
Eggs,119.46,2024-03-15,Eggs
Eggs,47.17,2024-03-16,Eggs
Eggs,103.55,2024-03-17,Eggs
Eggs,55.85,2024-03-18,Eggs
Eggs,26.12,2024-03-19,Eggs
Eggs,105.43,2024-03-20,Eggs
Eggs,78.74,2024-03-21,Eggs
Eggs,23.14,2024-03-22,Eggs
Eggs,95.96,2024-03-23,Eggs
Eggs,80.76,2024-03-24,Eggs
Eggs,33.07,2024-03-25,Eggs
Eggs,86.6,2024-03-26,Eggs
Eggs,78.82,2024-03-27,Eggs
Eggs,57.75,2024-03-28,Eggs
Eggs,73.3,2024-03-29,Eggs
Eggs,30.52,2024-03-30,Eggs
Eggs,42.61,2024-03-31,Eggs
Eggs,58.46,2024-04-01,Eggs
Eggs,61.04,2024-04-02,Eggs
Eggs,50.69,2024-04-03,Eggs
Eggs,30.72,2024-04-04,Eggs
Eggs,78.19,2024-04-05,Eggs
Eggs,52.88,2024-04-06,Eggs
Eggs,83.94,2024-04-07,Eggs
Eggs,57.52,2024-04-08,Eggs
Eggs,37.64,2024-04-09,Eggs
Eggs,51.67,2024-04-10,Eggs
Eggs,35.89,2024-04-11,Eggs
Eggs,27.54,2024-04-12,Eggs
Eggs,44.29,2024-04-13,Eggs
Eggs,69.5,2024-04-14,Eggs
Eggs,73.55,2024-04-15,Eggs
Eggs,49.09,2024-04-16,Eggs
Eggs,57.97,2024-04-17,Eggs
Eggs,56.95,2024-04-18,Eggs
Eggs,44.89,2024-04-19,Eggs
Eggs,69.96,2024-04-20,Eggs
Eggs,58.46,2024-04-21,Eggs
Eggs,39.22,2024-04-22,Eggs
Eggs,66.92,2024-04-23,Eggs
Eggs,49.44,2024-04-24,Eggs
Eggs,54.39,2024-04-25,Eggs
Eggs,72.78,2024-04-26,Eggs
Eggs,49.14,2024-04-27,Eggs
Eggs,58.02,2024-04-28,Eggs
Eggs,83,2024-04-29,Eggs
Eggs,29.26,2024-04-30,Eggs
Eggs,98.06,2024-05-01,Eggs
Eggs,50.01,2024-05-02,Eggs
Eggs,56.15,2024-05-03,Eggs
Eggs,44.85,2024-05-04,Eggs
Eggs,82.95,2024-05-05,Eggs
Eggs,53.05,2024-05-06,Eggs
Eggs,41.26,2024-05-07,Eggs
Eggs,103.42,2024-05-08,Eggs
Eggs,37.84,2024-05-09,Eggs
Eggs,42.48,2024-05-10,Eggs
Eggs,85.16,2024-05-11,Eggs
Eggs,106.39,2024-05-12,Eggs
Eggs,42.09,2024-05-13,Eggs
Eggs,31.93,2024-05-14,Eggs
Eggs,106.05,2024-05-15,Eggs
Eggs,103.63,2024-05-16,Eggs
Eggs,22.55,2024-05-17,Eggs
Eggs,50.69,2024-05-18,Eggs
Eggs,75.94,2024-05-19,Eggs
Eggs,49.26,2024-05-20,Eggs
Eggs,43.7,2024-05-21,Eggs
Eggs,65.74,2024-05-22,Eggs
Eggs,84.88,2024-05-23,Eggs
Eggs,21.46,2024-05-24,Eggs
Eggs,20.87,2024-05-25,Eggs
Eggs,21.52,2024-05-26,Eggs
Eggs,47.63,2024-05-27,Eggs
Eggs,45.18,2024-05-28,Eggs
Eggs,39.17,2024-05-29,Eggs
Eggs,54.29,2024-05-30,Eggs
Eggs,39.63,2024-05-31,Eggs
Eggs,52.02,2024-06-01,Eggs
Eggs,42.74,2024-06-02,Eggs
Eggs,30.17,2024-06-03,Eggs
Eggs,45.24,2024-06-04,Eggs
Eggs,35.34,2024-06-05,Eggs
Eggs,20.45,2024-06-06,Eggs
Eggs,45,2024-06-07,Eggs
Eggs,52.84,2024-06-08,Eggs
Eggs,47.69,2024-06-09,Eggs
Eggs,106.52,2024-06-10,Eggs
Eggs,39.22,2024-06-11,Eggs
Eggs,59.43,2024-06-12,Eggs
Eggs,74.66,2024-06-13,Eggs
Eggs,43.2,2024-06-14,Eggs
Eggs,55.83,2024-06-15,Eggs
Eggs,107.39,2024-06-16,Eggs
Eggs,49.19,2024-06-17,Eggs
Eggs,37.45,2024-06-18,Eggs
Eggs,101.99,2024-06-19,Eggs
Eggs,23.96,2024-06-20,Eggs
Eggs,56.85,2024-06-21,Eggs
Eggs,41.41,2024-06-22,Eggs
Eggs,24.09,2024-06-23,Eggs
Eggs,43.58,2024-06-24,Eggs
Eggs,44.93,2024-06-25,Eggs
Eggs,49.27,2024-06-26,Eggs
Eggs,45.23,2024-06-27,Eggs
Eggs,47.44,2024-06-28,Eggs
Eggs,21.38,2024-06-29,Eggs
Eggs,62.81,2024-06-30,Eggs
Eggs,67.62,2024-07-01,Eggs
Eggs,20.68,2024-07-02,Eggs
Eggs,47.06,2024-07-03,Eggs
Eggs,59.47,2024-07-04,Eggs
Eggs,51.85,2024-07-05,Eggs
Eggs,63.73,2024-07-06,Eggs
Eggs,95.27,2024-07-07,Eggs
Eggs,33.15,2024-07-08,Eggs
Eggs,53.73,2024-07-09,Eggs
Eggs,115.39,2024-07-10,Eggs
Eggs,71.13,2024-07-11,Eggs
Eggs,62.8,2024-07-12,Eggs
Eggs,102.64,2024-07-13,Eggs
Eggs,36.79,2024-07-14,Eggs
Eggs,70.1,2024-07-15,Eggs
Eggs,66.72,2024-07-16,Eggs
Eggs,94.54,2024-07-17,Eggs
Eggs,55.68,2024-07-18,Eggs
Eggs,37.86,2024-07-19,Eggs
Eggs,117.53,2024-07-20,Eggs
Eggs,21.38,2024-07-21,Eggs
Eggs,72.9,2024-07-22,Eggs
Eggs,26.36,2024-07-23,Eggs
Eggs,87.89,2024-07-24,Eggs
Eggs,48.86,2024-07-25,Eggs
Eggs,81.5,2024-07-26,Eggs
Eggs,90.39,2024-07-27,Eggs
Eggs,39.7,2024-07-28,Eggs
Eggs,115.15,2024-07-29,Eggs
Eggs,72.08,2024-07-30,Eggs
Eggs,107.09,2024-07-31,Eggs
Eggs,89.82,2024-08-01,Eggs
Eggs,37.11,2024-08-02,Eggs
Eggs,97.02,2024-08-03,Eggs
Eggs,49.17,2024-08-04,Eggs
Eggs,56.78,2024-08-05,Eggs
Eggs,68.96,2024-08-06,Eggs
Eggs,73.58,2024-08-07,Eggs
Eggs,54.37,2024-08-08,Eggs
Eggs,42.56,2024-08-09,Eggs
Eggs,31.09,2024-08-10,Eggs
Eggs,93.96,2024-08-11,Eggs
Eggs,83.4,2024-08-12,Eggs
Eggs,43.93,2024-08-13,Eggs
Eggs,64.73,2024-08-14,Eggs
Eggs,97.15,2024-08-15,Eggs
Eggs,52.3,2024-08-16,Eggs
Eggs,118.7,2024-08-17,Eggs
Eggs,56.03,2024-08-18,Eggs
Eggs,101.87,2024-08-19,Eggs
Eggs,33.27,2024-08-20,Eggs
Eggs,45.57,2024-08-21,Eggs
Eggs,62.49,2024-08-22,Eggs
Eggs,73.29,2024-08-23,Eggs
Eggs,32.38,2024-08-24,Eggs
Eggs,93.62,2024-08-25,Eggs
Eggs,53.25,2024-08-26,Eggs
Eggs,48.7,2024-08-27,Eggs
Eggs,30.78,2024-08-28,Eggs
Eggs,41.7,2024-08-29,Eggs
Eggs,54.26,2024-08-30,Eggs
Eggs,24.15,2024-08-31,Eggs
Eggs,49.92,2024-09-01,Eggs
Eggs,54.83,2024-09-02,Eggs
Eggs,56.89,2024-09-03,Eggs
Eggs,70.39,2024-09-04,Eggs
Eggs,20.4,2024-09-05,Eggs
Eggs,88.88,2024-09-06,Eggs
Eggs,39.73,2024-09-07,Eggs
Eggs,40.98,2024-09-08,Eggs
Eggs,104.68,2024-09-09,Eggs
Eggs,117.84,2024-09-10,Eggs
Eggs,35.91,2024-09-11,Eggs
Eggs,30.75,2024-09-12,Eggs
Eggs,117.24,2024-09-13,Eggs
Eggs,118.3,2024-09-14,Eggs
Eggs,43.1,2024-09-15,Eggs
Eggs,32.31,2024-09-16,Eggs
Eggs,68.38,2024-09-17,Eggs
Eggs,26.94,2024-09-18,Eggs
Eggs,74,2024-09-19,Eggs
Eggs,45.84,2024-09-20,Eggs
Eggs,83.75,2024-09-21,Eggs
Eggs,117.84,2024-09-22,Eggs
Eggs,72.78,2024-09-23,Eggs
Eggs,42.68,2024-09-24,Eggs
Eggs,55.71,2024-09-25,Eggs
Eggs,81.56,2024-09-26,Eggs
Eggs,113.45,2024-09-27,Eggs
Eggs,103.73,2024-09-28,Eggs
Eggs,84.88,2024-09-29,Eggs
Eggs,31.81,2024-09-30,Eggs
Eggs,113.85,2024-10-01,Eggs
Eggs,111.95,2024-10-02,Eggs
Eggs,76.82,2024-10-03,Eggs
Eggs,96.26,2024-10-04,Eggs
Eggs,83.83,2024-10-05,Eggs
Eggs,24.07,2024-10-06,Eggs
Eggs,48.07,2024-10-07,Eggs
Eggs,65.55,2024-10-08,Eggs
Eggs,56.9,2024-10-09,Eggs
Eggs,84.5,2024-10-10,Eggs
Eggs,28.22,2024-10-11,Eggs
Eggs,113.94,2024-10-12,Eggs
Eggs,114.39,2024-10-13,Eggs
Eggs,28.51,2024-10-14,Eggs
Eggs,101.24,2024-10-15,Eggs
Eggs,53.55,2024-10-16,Eggs
Eggs,42.56,2024-10-17,Eggs
Eggs,104,2024-10-18,Eggs
Eggs,21.65,2024-10-19,Eggs
Eggs,86.34,2024-10-20,Eggs
Eggs,90.72,2024-10-21,Eggs
Eggs,69.25,2024-10-22,Eggs
Eggs,82.43,2024-10-23,Eggs
Eggs,80.76,2024-10-24,Eggs
Eggs,32.38,2024-10-25,Eggs
Eggs,43.64,2024-10-26,Eggs
Eggs,118.15,2024-10-27,Eggs
Eggs,44.5,2024-10-28,Eggs
Eggs,28.73,2024-10-29,Eggs
Eggs,43.1,2024-10-30,Eggs
Eggs,51.71,2024-10-31,Eggs
Eggs,63.6,2024-11-01,Eggs
Eggs,70.97,2024-11-02,Eggs
Eggs,49.04,2024-11-03,Eggs
Eggs,45.58,2024-11-04,Eggs
Eggs,44.51,2024-11-05,Eggs
Eggs,41.86,2024-11-06,Eggs
Eggs,50.62,2024-11-07,Eggs
Eggs,100.18,2024-11-08,Eggs
Eggs,69.07,2024-11-09,Eggs
Eggs,111.26,2024-11-10,Eggs
Eggs,45.33,2024-11-11,Eggs
Eggs,46.34,2024-11-12,Eggs
Eggs,78.71,2024-11-13,Eggs
Eggs,111.51,2024-11-14,Eggs
Eggs,48.25,2024-11-15,Eggs
Eggs,48.58,2024-11-16,Eggs
Eggs,20.68,2024-11-17,Eggs
Eggs,26.99,2024-11-18,Eggs
Eggs,93.97,2024-11-19,Eggs
Eggs,47.85,2024-11-20,Eggs
Eggs,63.07,2024-11-21,Eggs
Eggs,95.91,2024-11-22,Eggs
Eggs,32.8,2024-11-23,Eggs
Eggs,95.63,2024-11-24,Eggs
Eggs,88.41,2024-11-25,Eggs
Eggs,46.64,2024-11-26,Eggs
Eggs,26.44,2024-11-27,Eggs
Eggs,83.68,2024-11-28,Eggs
Eggs,98.64,2024-11-29,Eggs
Eggs,49.71,2024-11-30,Eggs
Eggs,35.36,2024-12-01,Eggs
Eggs,27.71,2024-12-02,Eggs
Eggs,24.03,2024-12-03,Eggs
Eggs,91.11,2024-12-04,Eggs
Eggs,47.73,2024-12-05,Eggs
Eggs,46.25,2024-12-06,Eggs
Eggs,77.88,2024-12-07,Eggs
Eggs,49.86,2024-12-08,Eggs
Eggs,58.42,2024-12-09,Eggs
Eggs,22.13,2024-12-10,Eggs
Eggs,79.5,2024-12-11,Eggs
Eggs,21.66,2024-12-12,Eggs
Eggs,58.13,2024-12-13,Eggs
Eggs,27.61,2024-12-14,Eggs
Eggs,24.8,2024-12-15,Eggs
Eggs,59.44,2024-12-16,Eggs
Eggs,83.35,2024-12-17,Eggs
Eggs,59.62,2024-12-18,Eggs
Eggs,106.86,2024-12-19,Eggs
Eggs,46.19,2024-12-20,Eggs
Eggs,105.03,2024-12-21,Eggs
Eggs,78.62,2024-12-22,Eggs
Eggs,74.74,2024-12-23,Eggs
Eggs,113.99,2024-12-24,Eggs
Eggs,55.85,2024-12-25,Eggs
Eggs,35.47,2024-12-26,Eggs
Eggs,119.02,2024-12-27,Eggs
